,title,author,genre,story,platform
33,막내 황녀님,"돌대 [악어스튜디오],사하",로판,"마도왕국을 다스리던 대법사.
어느 날 제국의 막내 황녀님으로 태어나다!

""그냥 아기인척 적당히 비위 맞춰줘야겠다.
...그런데 다들 날 너무 좋아하는 거 아냐?""

좋아하다 못해 도대체 가만 놔두질 않는다.
막내 황녀님은 오늘도 피곤하다.",카카오페이지
34,악녀는 마리오네트,"망글이,한이림",로판,"""아름다움은 진짜 권력이 될 수 없다.""

제국에서 가장 아름답다 칭송받지만,
사치와 패악밖에 모르는 황녀 카예나 힐.

그녀는 폭군 남동생이 제위를 얻기 위한 장기말로 이용 당하다
미치광이 남편에게 살해당해 악역다운 최후를 맞을 예정이었다.

…내가 그 카예나 황녀가 되기 전까지는.

""너를 황제로 만들어줄게.""
""…누님이 저를 말입니까?""
""대신 나에게 자유를 줘.""

독가시를 품은 장미,
죽음을 부르는 아름다움…

이번 생은 나로서 살아가고 싶다.

--------------------------------
*매주 화요일 00시에 연재됩니다.*",카카오페이지
35,짐승같은 스캔들,"박플럼 [악어스튜디오],샨탈",로맨스,"청아함의 대표주자 국민 여배우 여고은, 그리고 퇴폐미 넘치는 스캔들메이커 서범의. 
사실, 이 둘에게는 비밀이 있다. 소속사의 농간으로 '절친 연기'를 하고 있다는 것.

<절친 특집> 리얼리티 프로그램에서는 한없이 애틋하고 다정해 보이는 두 사람, 하지만 이 모든 건 연기였다!

""난 너랑 친구할 생각 없거든? 영.원.히.""
""나도 없거든, 친구 할 생각.""

처음에는 분명 만날 때마다 으르렁대기 바빴던 둘. 
프로그램을 촬영하면서 어느 순간 점점 더 가까워지고, 범의를 싫어하던 고은의 마음에도 작은 변화가 생기기 시작하는데...

이런 고은의 마음을 아는지 모르는지, 자꾸 고은에게 다가오는 범의. 
누군가가 간절히 필요한 상황마다 고은 앞에 나타나는 범의의 모습과 촬영 전 술집에서 범의를 봤던 기억이 겹치며 고은은 혼란스러워 한다.
가벼운 사람인 줄로만 알았는데 자신에게 진심을 보여주는 범의의 모습에 고은은 점점 더 흔들리는데...

과연 이 둘은 오해를 풀고 '가짜 절친'에서 벗어나 '진짜 연인'이 될 수 있을까?",카카오페이지
36,악녀는 두 번 산다,"피치베리(스토리웹툰),한민트",로판,"모략의 천재, 황제를 만들다!



""오빠가 잘되어야 너도 잘되는 거야.""
 
 온갖 악행을 저질러 오빠를 황제로 만들었다.
하지만 아르티제아의 헌신은 배신으로 돌아왔다.
죽음의 문턱에서 그녀에게 구원의 손을 내민 것은, 정의로운 숙적 세드릭 대공뿐이었다.

“계책을 내라.”
“…….”
“이 상황을 뒤집을 수 있는 인물을 나는 그대 외에는 떠올리지 못하겠어. 로산 후작.”
“…….”
“나에게는 그대의 힘이 필요하다.”

이미 기울어진 세력 판도를 뒤집고 도탄에 빠진 제국을 구할 계책은 없다.
그러나 방법은 있다.
모든 것이 잘못되기 이전으로 시간을 돌리는 것.

피의 눈물과 함께 그녀는 자신의 몸을 바쳐 고대마법으로 시간을 돌린다.
이번에는, 실패하지 않으리라.

죽지 않고 18세로 회귀한 아르티제아는 세드릭 대공을 위한 악녀가 될 것을 결심한다.

“저에게 청혼해 주십시오. 당신을 황제로 만들어 드리겠습니다.”


악마에게 무릎을 꿇은 대가로,
당신은 당신 대신 손을 더럽힐 악마를 얻을 것입니다.


******************************************************************************

한민트 작가님의 인기 로맨스판타지 소설<악녀는 두 번 산다>를 웹툰으로 만나보세요!

*******************************************************************************",카카오페이지
37,라지에르의 서,"김준형,시루,공든탑",소년,"사상최초로 마계를 통일한 위대한 마왕 '엠빌던'.
제르에이라 왕국 유일의 후계자인 성격파탄자 라지에르에게 빙의되었다?!

역대 최강이라 불리는 113대 마왕 엠빌던은 어느 날 한 인간에게 소환된다.
하지만 소환자인 망나니 뚱보 왕자 '라지에르 루 제르에이라 로드윌'은 소환과 동시에 그대로 사망해 버렸고
결국 계약대행 의무에 의해 엠빌던은 라지에르의 몸에 강제로 빙의되고 마는데...


탐욕스러운 라지에르가 바란 소원은 두 가지.

첫째, 자신에게 그 누구보다 강한 힘을.
둘째, 제르에이라가 세상을 지배할 수 있도록 할 것.


마계로 돌아가기 위해 어쩔 수 없이 라지에르의 생전의 소원을 들어주기로 한 엠빌던.
라지에르가 되어 그 누구보다 강한 힘으로 제르에이라 왕국이 세상을 지배하게 되는 새로운 전설의 시작이......!


""살부터 빼야겠네.""

...일단 다이어트부터 시작이다.",카카오페이지
38,프로야구생존기,최훈,드라마," 트라이아웃으로 신생구단 나이츠에 입단한 노영웅은 
꿈에 그리던 프로야구 선수 생활을 시작한다. 

 하지만, 영웅을 기다리고 있었던 건 기회조차 제대로 받지 못하는 냉혹한 현실.


 포지션을 옮기며 학생 시절보다 퇴보된 실력, 
날이 서있는 동료 선수들, 자신 밖에 모르는 스타 감독... 

 넘어야할 산들이 첩첩이 길을 가로막고 있는 상황에서 
과연 노영웅은 살아남아 프로야구 스타가 될 수 있을까? 



 야구 선수 노영웅의 프로야구 그리고 인생 서바이벌 일지!!",카카오페이지
39,다정한 그대를 지키는 방법,"하운드,김지의,마약젤리",로판,"나를 증오하는 남자와 결혼하게 되었다.
나의 어머니가 그의 가족들을 죽였으니, 당연한 일이었다.

“결혼 전에 꼭 약속해 주셨으면 하는 게 있어요
반년 후엔, 이혼해 주셨으면 해요.”

“……네?”

“억지로 하는 결혼이잖아요. 원치 않는 결혼을 굳이 이어 갈 필요 없다고 생각해요.”

“원치 않는, 결혼이요.”

그는 멍하니 나의 말을 반복했다.

[회귀/선결혼 후연애/능력녀/존대남/대형견 남주/약간의 착각계/치유계/쌍방구원/정통 로맨스 지향]",카카오페이지
40,흡혈고딩 피만두 시즌2~시즌3,탐이부,드라마,"100년 동안 다니던 정든 생활고를 떠나 마야고로 전학간 피만두!
좀 더 효율적으로 피주머니들(?)에게 접근하기 위해 피부색과 머리색을 바꾸고 나타났다!
만두의 정체를 모르는 마야고 일진들은 괜히 시비를 걸었다 번번히 당하기만 하고,
급기야 일진 보스가 피만두를 잡겠다며 계획을 세우지만 결과는 과연....",카카오페이지
41,원존: 용의 비상,"천잠토두,Dr.대길",소년,"용의 기운을 빼앗긴 대주국의 세자 주원, 8맥이 막히면서 원사(源師) 수련은 불가능해진다. 일반인보다 약한 체질로 낙인 찍힌 주원, 하지만 붓으로 주문을 새기는 기술인 원문(源紋)을 수련하면서 또 다른 힘을 보여준다. 남다른 의지력과 불굴의 의지로 주원은 번번이 사람들의 예상을 깨고 불가능을 이루어 낸다. 그러던 어느 날, 드디어 숙명의 라이벌, 용의 기운을 앗아간 무왕국의 세자와 맞붙게 되는데… 과연 주원은 용의 기운을 되찾고 무왕국에 의해 쇠락한 나라를 다시 일어세울 수 있을까?",카카오페이지
42,"사실, 그들은 오직 그녀만을 기억하고 있었습니다","신이호,류희온",드라마,"“떠나겠습니다.”
“이렇게 갑자기 고향으로 돌아가면, 전우들이 아쉬워 할 텐데?”
“기반 하나 없는 평민 기사를 기억할 이는 아무도 없을 겁니다.”

전쟁이 끝나고, 평민 출신의 기사 ‘클라렌스 홀턴’은
전쟁의 승리 후 자신이 받을 수 있는 약속된 명예와 행복을 마다한 채
모든 걸 내려놓고 홀연히 떠나게 된다.

하지만.

“대체, 클라렌스는 어디로 갔단 말입니까!”

아무도 자신을 기억하지 못할 거라는 그녀의 예상과는 달리,
그녀가 떠났다는 소식에 제국의 황태자도, 과묵한 기사 단장도,
천재 마법사도, 신전의 사제까지 일어섰다.

그리고 사라진 그녀를 향한 추격전!
클라렌스에게 찾아올 네 명의 행복을 기다리는 힐링 로맨스 판타지!

==============================

[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",카카오페이지
43,로드 오브 머니,"손주환,무장",드라마,"재계 서열 5위 <지경그룹>의 망나니 셋째 아들 천중명. 
그의 밑에서 비서로 일하는 성창욱.

그런 성창욱을 사고사로 위장해 죽이려는 천중명은 
성창욱과 함께 전기에 감전되어 버리고 
둘은 하루 아침에 몸이 바뀌고 마는데… 

꼴통 재벌 천중명의 몸으로 다시 태어난 성창욱! 

“세상에 없던 꼴통 재벌이 되라는 겁니까?”
“내가 나서면 지옥문 열리는 겁니다.”

로드 오브 머니(Lord of money) 천중명의 거침없는 행보가 시작된다.",카카오페이지
44,악녀의 애완동물,"서보,하르넨",로판,"“우리 악녀님 하고 싶은 일 다 해.
단, 그 새끼만 만나지 마.”

별 볼 일 없는 가문의 딸인 샤샤는 빙의 후
그나마 믿을 만한 얼굴을 무기로 귀족 영애들에게 접근한다.
그래서 얻게 된 별명이 ‘높으신 분들의 애완동물.’
자신의 특기를 살려 여주인공 곁에서 꿀 빨며 살려던
샤샤의 앞에 원작의 악녀이자 황태자의 약혼녀 레베카가 나타난다.

원작의 결말을 알고 있는 샤샤는 레베카를 멀리하려 하지만
어쩐지 쿨하고 멋진 그녀에게서 눈을 뗄 수가 없다!
파멸이 예정된 레베카를 두고 볼 수 없게 된 샤샤.

샤샤는 치명적인 귀여움을 무기로
레베카와 바람둥이 황태자 사이를 멀어지게 하는데…….

샤샤는 레베카의 옆에서 호의호식하며 살 수 있을까?!
악녀 레베카X애완동물 샤샤의 힐링 판타지!

========================================

[표지 및 타이틀 로고 디자인] 송가희",카카오페이지
45,용사의 전 여친입니다,"지현,SETE,송서림",로판,"뻔한 삼류 소설 속 여주인공인 메이즈에 빙의하여 꿀 빠는 핑크빛 인생을 즐기는 줄 알았는데.. 기대했던 여주인공의 삶은 녹록하지 않았다!

용사인 남자친구에게는 여자들이 끊이지 않고, 
온갖 범죄에 휩쓸려 용사가 구하러 오길 기다리는 일상들에 지쳐버린 메이즈. 

남자친구 슈크르에게 이별을 고하고, 맞선에서 만난 이스 란셀과 사랑에 빠져 연애 결혼에 골인하는데....뭐? 내 남편이 마왕이라고!?",카카오페이지
46,남주의 엄마가 되어버렸다,"산호,걈미,엉쓰,고은채",로판,"남주 덕질 3년차.
아들 바보, 폭군 하데스 루버몬트 공작에게 딱 걸리고 말았다.
“줄기차게 따라다녀, 비싼 선물 공세에, 이제는 목숨 아까운 줄도 모르고 혈혈단신으로 북부까지 올라오다니…….”
“미안합니다. 할 말이 없네요.”
“그래, 내가 졌어. 도저히 모른 척할 수가 없는 정성이야.”
“……역시 제가 좀 그렇죠? 제가 생각하기에도 이만한 정성이 없어요.”
“좋다고 따라다니는 여자들은 꽤 됐지만, 영애만큼 집요한 사람은 본 적이 없어. 놀라울 정도야. 하지, 결혼. 빠른 시일 내에.”
“하아…….”
“…….”
“예, 받아들이겠습니다.”
“…….”
“아니, 예?! 뭐라고요?”

시방 이것이 뭔 소리라니?
잘못 들은 게 분명하겠지?
그러나 공작은, 멍해진 내 얼굴을 바라보며 피식 웃더니 제대로 확인 사살을 해줬다.

“해주겠다고, 결혼.”

이럴 수가.
남주 아빠의 자의식 과잉이 상당하다.

[책빙의(일까?^^)/ 착각계/ 내가 따라다닌 건 너 말고 네 아들!/ 성덕이 된 여주X자의식 과잉만 빼면 멋진 아버님/ 아들 귀여워!]",카카오페이지
47,불사무적,디크리시,액션무협,"무림공적의 누명을 쓰고 죽게 된 불사존! 15년 전 명문가의 진고운으로 다시 태어나다!
시중사교주의 음모를 막기위한 그의 활약을 기대하시라!",카카오페이지
48,이 봄을 갖고 싶다,황미리,로맨스,"이 남자가 내 맘에 들어오는 순간.
불안하고 어색하고 화가 났다가도.
간지럽고 두근두근거린다.

밀어내고 밀어내도
계속 다가오는 당신.
내 불안과 두려움이
숨 막힐 듯 조여 온다는 걸
당신은 알까? 

지금껏 여자와의 관계에 있어서는 
늘 내가 우위에 있었는데.
어째서 너는 잡힐 듯 잡히지 않으면서
폭풍처럼 날 흔드는 거지?

안고 싶다.
만지고 싶다.
가지고 싶다.

이 여린 여자를 내 걸로 만들고 싶다.
미친놈! 이런 상황에서도 가지고 싶다니!
차 준우! 너 진짜 미쳐도 단단히 미쳤구나!",카카오페이지
49,악녀를 죽여 줘,"해기,사월생",로판,"소설 속 악녀, 에리스 미제리안.
착하고 사랑스러운 주인공 헬레나를 질투해
음모를 꾸미다 사형당하는 후작가의 외동딸.

그녀에게 빙의한 '나'의 목표는 오직
이 세계를 탈출해서 집으로 돌아가는 것.
그것을 위해서라면 죽음도 불사하겠노라 각오했지만
'나'를 옭아맨 세계의 법칙은 끈질기기만 하다.

예전과는 달라진 에리스의 모습에
에리스를 증오하던 소설 속 세 남주,
황태자와 대신관, 용사마저 시선을 보내기 시작하는데….

""그렇다고 해도 나는 도저히
이 세계를 사랑할 수 없다.""

여기를 나갈 방법이 오직 죽음뿐이어도.
그걸 위해 마녀와 손을 잡는다고 해도.
나는 반드시 이 세계를 탈출하겠어!

운명을 거부하는 악녀 에리스의 이세계 탈출기!

**************************

[표지 및 타이틀 로고 디자인] 조정원

**************************

웹툰 [악녀를 죽여 줘]는 매주 화요일, 주1회 연재됩니다.",카카오페이지
50,록사나 : 여주인공의 오빠를 지키는 방법,"백지연,여름빛,킨",로판,"※알려드립니다.
본 작품은 피폐 장르의 특성상 다소 가학적인 표현과
유혈 묘사가 포함되어 있습니다.
원작의 매력과 분위기를 담고자 하였으나
다소 불편하게 느끼실 만한 이미지가 있사오니 감상에 유의 부탁드립니다.

***

어쩌다 보니 19금 역하렘 소설에 빙의했다.
문제는 내가 악역 서브남의 누나가 되었다는 건데...
망할 아버지가 기어이 여자 주인공의 오빠를 납치해 왔다.

이제 여주인공의 가문에 복수 당해 몰락할 일만 남은 건가.
아아, 데드 플래그 피하기 진짜 힘들다.

""이번 장난감에는 저도 흥미가 있어요.""

오빠, 이렇게 된 이상 내가 지켜줄게요.
그러니까 이 은혜는 나중에 꼭 갚아요, 알았죠?",카카오페이지
51,SSS급으로는 부족했다,QTstudio,소년,"인류 최강이자 최초로 sss급 헌터가 된 이다온.

그러나 인류를 뛰어넘는 몬스터의 등장으로 인해
전쟁에서 패배한 그는 엄청난 마력 폭발에 휩쓸린다.

죽음을 맞이한 줄 알았던 그는
50년 전 과거로 회귀하게 되는데…

'SSS급으로도 부족했어.
이론만으로 존재하는 '마스터'가 되어야
종말 전쟁을 막을 수 있다면…

얼마든지 되어주지!'",카카오페이지
52,킬러지만 공주로 살아볼까 해,"김예린,장유라",로판,"전문 킬러였던 리에나는 낯선 세계에서 공주로 빙의해 깨어난다. 



빙의를 눈치챈 약혼자는 한가지 계약을 통해 원래 세계로 돌아가게 해주겠다고 하지만, 계약내용이 한없이 이상하다.



게다가 소꿉친구인 소년백작 아르젠은 상냥한 눈빛으로 그녀를 이곳에 남고 싶게 만든다. 



하지만 흔들린 것도 잠시, 자신을 소환한 자들의 암살 공격이 이어진다. 



적인지 아군인지 모호한 두 남자의 미묘한 도움을 받으며 싸워나가던 리에나는 결국 소환의 비밀을 알아내는데...",카카오페이지
53,해골병사는 던전을 지키지 못했다,"앤트스튜디오,소소리",소년,"나는 ‘해골병사’.
주인인 서큐버스님을 용사로부터 지키지 못하고 
그저 하찮게 부서져 버린 일개 몬스터.

그렇게 죽음을 맞이하는 줄 알았다.

그러나

정신을 차려보니, 20년 전 사령술사에 의해 눈을 뜬 그 날로 돌아왔다.

‘띠링!’

남들에게는 보이지 않는 상태창과 함께,
죽어도 죽어도 몇 번이고 되살아나게 되었다.

이 힘을 이용하면...던전을 지킬 수 있을까?",카카오페이지
54,낭선기환담,"김순태,낭선",액션무협,"호랑이로 환생하여, 영물이 되어 살아가던 산의 주인 산군.
평화롭게 살아가던 산군의 앞에 한 소녀가 찾아오게 된다. 
대뜸 지아비로 모시겠다고 하는 소녀. 귀찮은 산군은 그녀를 내쫓으려고 하지만, 그녀는 돌아갈 곳이 없다.
결국 소녀를 거두기로 결심한 산군. 그런 그에게 수많은 위협이 닥쳐오게 되는데….",카카오페이지
55,강려크한 지지리,호욤,소년,"지상 최강이지만 최약으로 살아가는 지지리.

최강의 무력을 가진 어머니와 조폭 가문의 아버지 사이에서 태어난 주인공 지지리(池知理). 갓난아기 때부터 집을 부수고 가구를 부수고 아버지를 부수(?)는 괴력을 발휘한다. 아버지와 어머니는 이런 지지리의 평범한 인생을 위해 지지리를 세뇌를 시킨다. 

""넌 지상 최약체야"" ""그 누구와도 가까이 지내선 안돼""

그 누구보다 아싸가 되고 싶은 지상 최강 찌질이의 트라우마 극복 성장기. 

<강려크한 지지리>",카카오페이지
56,인소의 법칙,"아현,유한려",로맨스,"인터넷 소설 읽기가 취미였던 평범한 학생 함단이.
어느 날 자고 일어나니 옆집에는 아주 예쁜 여학생 반여령이,
학교에는 그 이름도 무시무시한 사대천왕이 나타났다!

하루아침에 소설처럼 뒤바뀐 세계,
그리고 함단이의 역할은 다름 아닌 여주인공 소꿉친구 중 하나.

[인터넷 소설의 법칙!]
여주 친구는 각종 위험에 휩싸인다!

단이의 평화로운 일상을 되찾을 유일한 방법.

“그래! 반여령과 사대천왕하고 엮이지 않는 거야!”

그러나 다짐과는 다르게 그녀의 일상은
강렬한 개성의 사대천왕과 여주인공으로 인해 갈수록 꼬여 가는데……?!

과연 그 결말은?

인기 절정의 웹소설 <인소의 법칙>,
<오!주예수여> 아현 작가의 웹툰으로 재탄생!

==============================

[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",카카오페이지
57,폭군 오빠가 셋이래요,"km,깨구리,박하,조밀",로판,"이름조차 없어 수요일로 불리는 요일 노예, 수요일.
작은 반항에 죽을 위기에 처한 그때,

""━드디어 찾았군.""

하루아침에 오빠가 셋이나 생겨 버렸다.

아스카니어 황가의 저주를 풀 유일한 열쇠가 나라고?


""지금 입고 있는 옷이 꽉 끼어서 더는 입지 못하게 될 정도로 건강해질 것.그게 네 첫 번째 숙제란다.”

""걱정 마, 꼬맹아. 못된 악당은 전부 오라버니가 혼내 줄게.”

""병아리 같아. 작고, 약해. 지켜 줄래. 내가 지켜 줄 거야.”


그런데 폭군이라고 불리는 오빠들이 
왜 나한테만 다정한 건데!?

갑자기 생긴 오빠들의 본격 막내 편애 로맨스,
폭군 오빠가 셋이래요.",카카오페이지
58,당신의 이해를 돕기 위하여,"라뇽,오션,이보라",로판,"왕녀인 바이올렛은 왕실의 막대한 빚을 갚아준
윈터 블루밍과 결혼한다.

결혼식에서 처음 본 윈터에게 반한 바이올렛.
운이 좋다고 생각한 것도 잠시, 
오빠인 에쉬가 왕실 해체를 선언하자
사기꾼이라는 오명을 뒤집어쓴다. 

작위도 얻지 못하고 전 재산만 날린 윈터는
결혼 첫날밤에도 집으로 돌아오지 않는다. 

지옥 같은 결혼생활을 한 지도 3년.

“저 바쁜 남자가 내 장례식엔 와줄까?”

돈을 버는 데만 열중하고, 자신에겐 냉담하기만 한 윈터로 인해
바이올렛은 점차 시들어 간다.

모든 것을 끝내리라 마음먹은 그때, 윈터와 몸이 뒤바뀌는데….

“내가 정말 미쳐버렸나 봐, 이건 망상일까?”",카카오페이지
59,이미테이션,박경란,로맨스,"""나는 '진짜'를 꿈꿉니다.""

약육강식과도 같은 연예계. 
그곳에서 탑 솔로 가수 라리마와 닮은 이미지로
반짝 인기를 끌었던 마하는 천우신조로 
인기 방송 프로그램에 출연하는 기회를 얻게 된다.

어떻게든 대중들에게 눈도장을 찍기 위해 
최선을 다하지만 결과는 탑 아이돌 그룹 샥스의 멤버를 
다치게 만드는 걸로 끝이 나고 마는데…

그저 열심히 했던 것뿐인데, 왜 이렇게 돼버린 걸까?

'진짜'를 꿈꾸는 별들의 이야기.

<이미테이션>

많은 관심 부탁드립니다.",카카오페이지
60,악녀의 남주님,"R수없음,이하론",로판,"유니페 마그놀리아.

여주인공 라엘 카니아의 친구이자 악녀.

소설 속 유니페는
남주 이시드를 사랑하여
그의 사랑을 받는 라엘을 질투해 괴롭히다가
남조 카시안에게

죽임을 당하는 운명이다…

그런데,

""내가 왜 유니페가 된 거야!!""


하지만 다시 생각해보자.

유니페가 죽임을 당하는 건 1년 후니까
일단 이시드를 만나다가
이시드와 라엘이 만나면
빠져나오면 되니까,

일단 만나보는 거야!

그런데,
해도해도 너무 다정하고 따듯한 이 남자와
과연 헤어질 수 있을까?

『악녀의 남주님』 지금부터 시작합니다!
--------------------------------
*매주 수요일 00시에 연재됩니다.*",카카오페이지
61,닥터 최태수,"조석호,임성욱(악어스튜디오),김한석",드라마,"대학병원의 가장 말단 의사, 걸어다니는 깡통― 인턴.

하루하루, 인턴으로서의 고된 나날을 보내던 최태수는 우연히 세계최정상의 흉부외과의사인 '리처드 카프레네'의 임종을 지키게 된다.

이때, 놀랍게도 카프레네의 모든 의학지식이 고스란히 최태수에게 전이되는데…!! 

따뜻한 심장을 지닌 천재흉부외과의, 최태수가 일궈내는 기적의 메디컬 드라마!",카카오페이지
62,날것 : 공작가의 하녀로 빙의했습니다,"로하,주아리",로판,"남주인공인 줄 알았던 소설 속 최애 캐릭터가, 사실은 서브남이었다?
그것도 모자라, 황태자인 남주에게 반란을 일으키고 처형당하는 엔딩?

‘…나였으면 그를 행복하게 만들어 줬을 텐데….’

서브남앓이를 불쌍하게 본 하늘의 뜻인가?
잠에서 깨어나 보니 소설 속 최애의……

저택 하녀1로 빙의되었다?!

온몸을 갉아먹는 저주, 공작 가문의 수치, 사랑에 굶주린 어린 짐승.
온갖 비극적 설정을 끌어안은 서브남 ‘리안드로 치릴로 벨라비티’의 일생이 한 엑스트라의 등장으로 변해가기 시작하는데,
어째…… 리안드로의 플래그 방향 또한 변하는 것 같은 느낌이…?

비틀리는 소설의 전개와 함께 밝혀지는 끔찍한 저주의 진실은?!

========================================

[표지 및 로고 디자인] 송지혜",카카오페이지
63,나 혼자 만렙 귀환자,"이지득,Vertwo,허니",소년,"전 세계 1억 2천만 명의 인구가 사라졌다. 

[최종 퀘스트 완료 보상 '귀환'이 시작됩니다]

22년 만에 최악의 생존게임을 클리어한 윤상혁.
일일군단, 플레이어 중 최강자라 불리던 그가 돌아왔다.
그 누구도 받지 못한 보상을 통해 모든 것을 가진 채로.

[가면의 군주, 귀환]

나 혼자 만렙, 나 혼자 풀템, 나 혼자 사이다!",카카오페이지
64,"계모인데, 딸이 너무 귀여워","모구랭,이르",로판,"다이어트도, 업무도 열심히 하면서 평범하게 살아가던 나 이백합….
과로사로 죽은 줄 알았는데 자신보다 예쁜 의붓딸을 질투한 나머지 딸을 독살하고,
결국 남편에게 처형되는 동화에 빙의했다?!

이대로 처형당할 수 없으니 귀엽고 사랑스러운 딸,
블랑슈와의 관계를 개선해 사망 플래그를 없애야 한다!

뭘 해도 귀여운 블랑슈에게 사랑을 퍼붓는 일은 즐거운데…

“우습군요. 부인이 언제부터 그렇게 블랑슈를 아꼈다고?”

망할 남편 놈이 날 자꾸 방해한다!

“저도 블랑슈의 부모입니다. 절 의심한 걸 사과하세요.""
“사과하지 않으면?” 
“오늘 밤 전하의 침소로 찾아가겠어요.”
“…….”
“특별히 아주 섹시한 속옷도 준비했답니다.”

나는 싱긋 웃으며 치명타를 날렸다.

“지금 당장 보여드릴까요?”

순식간에 일그러지는 남편의 얼굴이 아주 볼만했으니,
나는 계획한 대로 귀여운 딸 블랑슈를 덕질하며
행복한 두 번째 삶을 살 수 있을까?!

#딸덕질 #가족물 #로맨스코미디",카카오페이지
65,북검전기,"해민,우각",액션무협,"무협소설의 최강자 우각의 동명 소설 <북검전기>가 만화로 새롭게 태어나다!

세상을 혼란에 빠뜨린 집단 밀야에 맞서기 위해 중원의 고수들이 모여 만들어낸 북천문!
북천문의 강력한 투쟁으로 밀야는 서서히 그 모습을 감추었고, 북천문은 중원을 평화를 대표하는 집단으로서 강력한 위용을 과시하게 되었다.
그러나 평화가 길어지자 중원의 고수들 사이에서는 북천문에 대한 은밀한 시기가 생겨났고, 결국 북천문의 4대 문주인 진관호는 배신자들에게 둘러싸인 채 스스로 목숨을 끊음으로서 파국의 끝을 맞이하게 된다. 
모두가 떠난 북천문에 홀로 남은 진관호의 아들 진무원(13세)은 무공이라고는 손톱만큼도 알지 못 하는 어린 소년. 그러나 남몰래 아버지가 전수한 고어(古語)를 통해 북천문의 벽에 새겨진 무공을 익히기 시작한다. 
그러던 어느날, 진무원의 앞에 정체를 알 수 없는 한 소녀가 나타나게 되는데…!!",카카오페이지
66,박한후의 매니저,김탁,BL/GL,"고아인 찬솔은 미친놈으로 소문나있고 자신과 같은 왕따인 
아웃사이더 한후와 친해져 처음으로 또래친구를 사귀게 된다.
 
찬솔은 한후에게 계속 옆에 있겠다는 말을 하지만
모종의 사건으로 행방불명 되고, 한후는 약속을 지키지 않은 채
사라진 찬솔에게 깊은 분노를 느끼며 칼을 갈게 되는데....",카카오페이지
67,장르를 바꿔보도록 하겠습니다,"가린,KEN",로판,"좋아했던 장르 소설 속에 빙의했다.
하필이면 어린 주인공을 학대하는 악역 이모로.

복수극의 주인공으로 자라날 조카가 안쓰러워  
원작대로, 삼촌이 나타나 조카를 데려갈 때까지만이라도
살뜰히 보살피려 노력했다.

그랬더니...

""어, 엄마!""

졸지에 애엄마가 되어버렸다?! 

""사정이 어떻게 되신 건지는 모르겠습니다만, 모자지간을 어떻게 찢어두겠습니까?
숙녀분도 함께 빈터발트로 가시지요.""

야, 김루카! 
이 오해는 어떻게 풀어줄 건데!",카카오페이지
68,프리실라의 결혼 의뢰,"메로나,임서림",로판,"프리실라 모티아는 용병단에서 마법사로 일하고 있지만, 
한때 영지를 가진 백작가의 외동딸이었다.
아버지가 돌아가시고, 
계모가 사치품으로 재산을 모두 탕진해 10살 연상의 이혼남에게 팔아먹기 전까진…….
 
용병일을 하다 닥친 사고로
프리실라는 죽기 직전 ‘드래곤 하트’를 손에 넣는다.
잃어버린 15년을 되찾을 기회!
그녀는 큰 모험을 시도하기로 결심한다.
 
“돌아왔구나!”
 
하지만, 돌아온 프리실라를 기다리고 있는 건 엄청난 빚과 
그녀와의 결혼으로 영지와 작위를 빼앗을 궁리를 하는 이혼남.
 
프리실라는 복수를 위해
전장의 검은 사신 키안 루스틴을 찾아간다.
 
“당신에게 의뢰를 하고 싶어요.”
“무슨 의뢰죠? 암살의뢰인가요?”
 
“키안 루스틴! 제 남편이 되어주세요.”
 
과연, 프리실라는 의뢰를 허락받고 영지도 사랑도 쟁취할 수 있을까?
 
*****************************************************
임서림 작가님의 <프리실라의 결혼의뢰> 웹툰화!
프리실라의 복수과 심장 쫄깃한 로맨스를 기대해주세요!
***************************************************** ",카카오페이지
69,강철의 연금술사 컬러웹툰,Hiromu Arakawa,소년,"많은 독자 여러분께 사랑을 받았던 <강철의 연금술사>가 '컬러 웹툰'으로 한층 업그레이드 하여 새롭게 연재를 시작합니다!
원작에 충실하며, '화려한 이펙트', 말풍선에 가려졌던 '히든 컷'들을 추가하였습니다.
재미요소를 추가하여 새롭게 연성된 <강철의 연금술사 - 컬러 웹툰> 지금 만나보세요.

연금술로 엄마를 되살리려던 에드워드, 알폰스 형제의 모험이 시작된다! ⓒ Hiromu Arakawa/SQUARE ENIX CO., LTD.",카카오페이지
70,이계 검왕 생존기,"권순규,스튜디오 크힛,임경배",소년,"『귀하는 적합자로 선택받았습니다』

『귀하의 재능으로 셀하 라트나에서 생존할 확률은 5% 미만입니다』

『자살하시겠습니까? Y/N』

“x-까.”

5% 미만의 생존 확률. 22년의 시간. 셀 수도 없는 마견과의 사투.
이 지옥에서, 나는 홀로 살아남았다.

5라는 레벨 뒤에 감춰진, 무지막지한 히든 스탯들과 함께!

대검 하나로 이계를 썰어버리는,
사상 최강의 레벨5 검사 류한빈의 극한 사이다 생존기!",카카오페이지
