,id,title,author,genre,tag,platform,age,rate,complete,free,website
661,661,아이리스,아오호시 사나,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/iris
662,662,Weekend Cinderella (위크엔드 신데렐라),나츠노 나에,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/cinderella
663,663,클리어! ~내 여자친구는 오피셜 돌~,쿠레바야시 츠키코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/clear_official_doll
664,664,그놈에게 약점을 잡혔습니다,"키타미 아키코, 키타미 마유",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/weakness
665,665,클로버 트레플,치야 토리코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/clover_treple
666,666,새콤달콤,김윤정,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/sweet_and_sour
667,667,굿모닝 키스,타카스카 유에,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/goodmorning_kiss
668,668,바람의 저편,히가와 교코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/other_side_wind
669,669,내 남자친구는 나만 볼 수 있어!,마리시마 시로,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/only_see_me
670,670,머메이드 라인 완전판,킨다이치 렌주로,백합,#드라마#로맨스#백합#현대물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/mermaid_line
671,671,그 여름,치카,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/the_summer
672,672,골목길 꽃노래,아소우 미코토,로맨스,#로맨스#잔잔물#일상#드라마,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/alley_flower_song
673,673,제왕의 꽃,"이승희, 토연",로맨스,#소설원작#사제지간#캠퍼스#드라마#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/the_flower_of_the_king
674,674,우리도 사랑일까?,부용,로맨스,#로맨스#현대물#친구>연인,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/think_were_love
675,675,오빠는 역시 늑대야,"코타, 우로코",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/weird_brother
676,676,천사의 나쁜 입술,마야마 히카,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/angelbadlip
677,677,언제 할래? ~사랑이라면 그것을 피할 수 없다,우사하라 시이타,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/tl_novelist_girl
678,678,옆자리의 엉큼한 사신 [베리즈],스즈카와 마코토,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/school_life_with_reaper
679,679,키스로 시작하는 위험한 방과 후,"소우다스이, 우로코",로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/kissstart
680,680,두 마리의 상냥한 늑대,고토부키 에비스,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/2kindwolves
681,681,설희,강경옥,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/heavenly_snow
682,682,환상게임,와타세 유우,로맨스,#로맨스#이세계물#동양풍#성장물#모험,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/fushigi_yuugi
683,683,우리 시작은 결혼?!,"여호경, 임주이",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/we_started_with_marriage
684,684,우리는 잘못된 게 아니야,후지이 미츠루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/sweet_festival
685,685,0거리 연애 -상사와 동거 시작했습니다-,타카나시 유리카,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/between_0
686,686,어린 양 플레이~짓궂은 사랑법~,미츠루기,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/sheepplay
687,687,밀크티,러키 린,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/milk_tea_fairy
688,688,"그가 남동생이 되었으니,","이각, 우사하라 시이타",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/manbebrother
689,689,당신이 달아오르게 하잖아요,아라타 치하루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/youhotme
690,690,너의 죄를 달콤하게 녹이고,유키 아오하루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/soften_your_sin
691,691,플뢰르,나가토 카요,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/plaen
692,692,방과 후 찻집에서,아즈사 키나,로맨스,#로맨스#카페#귀여움#달달물#짝사랑,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/coffee_shop_anemone
693,693,"몸으로 가르쳐줘, 너에 대해",요네자와 유미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/would_you_like_to_touch_me
694,694,그 키스의 의미를 가르쳐줘,후지도우 하쿠루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/kiss_me_darling
695,695,흑교사와 살고 있습니다,롯폰기 아야,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/blackteacher
696,696,제물공주와 짐승의 왕,토모후지 유,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/king_of_beast
697,697,사랑에 빠져버렸다,일만,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/fall_in_love_with
698,698,선배! 지금부터 고백합니다!,신모토 신,로맨스,#로맨스#선후배#달달물#짝사랑#고등학교,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/i_luv_u_now
699,699,고딩한테는 아직 일러,에비스 하나코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/jk_hayai
700,700,밀원남자,아나사키 유나,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/honeyboy
701,701,카미키 형제 사절,온다 유지,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/kamiki_brothers
702,702,사랑을 모르는 우리는,미즈노 미나미,로맨스,#학원#로맨스#성장물#달달물,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/koi_wo_shiranai
703,703,헝키 도리,와타나베 카나,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/hunky_dory
704,704,모브코의 사랑,타무라 아카네,로맨스,#순진#짝사랑#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/mobuko
705,705,내세를 기약하고 전생했더니 곤란해졌습니다,하치야 하토,로맨스,#로맨스#달달물#나이차커플#재회물#환생,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/promise_the_afterlife
706,706,소문난 쿄코짱,야마모토 소이치로,로맨스,#로맨스#고등학교#소년만화#판타지,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/famous_kyoko_chan
707,707,백작과 요정,"타니 미즈에, 아유코",로맨스,#로맨스#귀여움#달달물#시대극,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/hakushaku_to_yosei
708,708,붉고 푸른 눈,김민희,로맨스,#로맨스#마법#능력녀#친구>연인,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/red_blue_eyes
709,709,귀를 기울이면,히이라기 아오이,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/whisper_of_my_heart
710,710,N과 S,킨다이치 렌주로,로맨스,#로맨스#현대물#연상연하#사제지간#달달물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/n_and_s
711,711,아름다운 그대에게,나카조 히사야,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/hana_kimi
712,712,커즌,이쿠에미 료,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/ryoikuemi
713,713,나쁜남자 길들이기,우에스기 카나코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/gyakuunmei
714,714,로맨틱 코미디 오브 더 데드,우루히코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/roco_dead
715,715,슐르스의 마녀,오다와라 미즈에,로맨스,#로맨스#마법#마녀#뱀파이어#주종관계,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/witch_schluss
716,716,걷고 있어,나나지 나가무,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/walking2
717,717,신부의 아버지 ~눈이 오는 소리~,"이자와 만, 이마무라 릴리",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/You_dont_have_to_talk
718,718,백령담,"WU YU, SU MI",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/baekryungdam
719,719,원시인 남친,요시네코 키타후쿠,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/primitive_man
720,720,어른의 사랑 외톨이의 세계,소노카와 유미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/this_is_not_a_love_song
721,721,기다리셨던 첫사랑입니다.,오오토모 나나,로맨스,#로맨스#귀여움#달달물#짝사랑,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/my_first_love
722,722,이야기가 수놓인 비단-두번째-,히카와 쿄코,로맨스,#드라마#판타지#로맨스#요괴#모험,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/story_silk_2
723,723,오르페우스의 창 외전 ~꼴라주~,이케다 리요코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/orpheus_spear_collage
724,724,디어 왈츠,윤지운,로맨스,#드라마#로맨스#성장물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/dear_waltz
725,725,레이디 빅토리안,모토 나오코,로맨스,#로맨스#귀족#여장남자#시대극,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/lady_victorian
726,726,원웨이티켓,사유,로맨스,#로맨스#연하남#우정#삼각관계#드라마,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/onewayticket
727,727,가정부입니다만!,"키타코, 나츠바 준",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/i_am_a_maid
728,728,기억 캡슐 - 오빠와 함께,타츠모토 미오,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/memorycapsule
729,729,남동생인 척하고 웃는 건 이제 관둘래,카미데라 치즈,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/brothernotlike
730,730,사랑스러운 너는 가깝고도 먼,하루세 린,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/between_10cm
731,731,넌 내가 책임진다!,아야츠키 모카,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/class_president
732,732,B형 남자에게 휘둘리고 있습니다,오토나리 아후로,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/type_b_boyfriend
733,733,늑대들의 사정,미츠루기,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/living_in_wolves_house
734,734,"너와 나의 거리, 80cm",카나모리 케이타,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/80_cm
735,735,비밀.,오토모 메가네,백합,#백합,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/girls_secret
736,736,고백할 상대를 착각했습니다,"챠이, 치고",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/red_hair_twins
737,737,연애레슨 시간입니다,에모토 하루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/hidden_real_love
738,738,천년만년 너만 사랑해,배드맨,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/thousand_years_luv
739,739,폭군 바델의 신부 초야편,마츠모토 호노카,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/choyaman
740,740,어른이 사랑을 끝내는 법,코이세 라무타,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/end_love_for_adult
741,741,우리는 아무에게도 말 못 할 사랑을 했다,나오에 아키코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/twisted_love_line
742,742,세상에서 가장 아찔한 프로포즈,이시카와 토미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/bestpropose
743,743,분홍분홍해,토마토,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/pinkpinkhae
744,744,선생님은 나의 것,"미이, 치카",로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/teachermine
745,745,내 양호실에 잘 왔어,시로바 코토코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/mynurseroom
746,746,교복의 시간-비밀의 Kiss,쿠조 타카오미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/uniform_kiss
747,747,네 옆에서 3번 기도한다,하루노 슌,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/pray_3_times
748,748,무적 왕자와 달콤 소녀,야나기야 마로,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/ash_and_girl
749,749,CUTE ♡ 여왕 히미코 [베리즈],쿠루이 카즈로,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/cute_queen
750,750,미카미 선생님의 사랑법,아이카와 히로,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/mikami_teacher
751,751,이상적 보이프렌드,아야세 우미,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/ideal_boyfriend
752,752,이건 분명 사랑이 아니야,타치키 마야,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/not_definitely
753,753,중졸 노동자부터 시작하는 고교생활,사사키 미노루,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/midschoolstart
754,754,폭군 남친의 은밀한 시선 [베리즈],미나모토 이치미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/odd_man_in_old_house
755,755,꽃왕자와 비밀의 피앙세,나가토 카요,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/flowerprince
756,756,"킬, 마이 달링",리아,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/kill_my_darling
757,757,아가씨라고 부르지 말아줘,아마쿠라 후유,로맨스,#연상연하#로맨스#나이차커플,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/dont_call_me_lady
758,758,"4월의 너, 스피카",스기야마 미와코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/april_u
759,759,꿈 속의 거리 ~ 고양이 남작,히이라기 아오이,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/cats_street
760,760,언럭키 데이(송현주 단편집),송현주,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/unlucky_day
761,761,타카네와 하나,시와즈 유키,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/takane_hana
762,762,그녀는 하고 싶어 [개정판],후지타 미오,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/she_wants_to_rd
763,763,나와 스승과 그림자 풀이 여행,시바타 이스즈,로맨스,#마법#사제지간#판타지#로맨스#마법사,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/strange_journey
764,764,에다 선생님의 비밀 연인,타나카 토모,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/teachers_lover_in_lab
765,765,밀색오피스,"pinori, 히로에 이즈미",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/honey_colored_office
766,766,꿈의 상속자,"리퀸, 크라",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/a_dream
767,767,알콩달콤 로맨스 시리즈,로맨스 단편작가,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/sweet_romanco
768,768,주인님은 의사 선생님,"후지이 사쿠야, 미나하 린",로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/master_doctor
769,769,사랑에 빠지면 파멸,히로에 이즈미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/love_and_ruin
770,770,이런 남친은 싫어,하나다 유미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/hate_thisboyfriend
771,771,갓 블레스 유,미래주,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/godbless_you
772,772,로미오가 줄리엣,이아영,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/romeo_juliet
773,773,우주를 누비는 쏙독새,카와바타 시키,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/nightjar
774,774,내가 메이드복으로 갈아입으면,타카세 쇼우,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/maid_costume
775,775,아름다운 그이,우에스기 카나코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/irootoko
776,776,조선남녀상열지사 조작단,이루다,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/love_affair_in_chosun
777,777,고저스 캐럿~푸른 칼랑크~,히구리 유우,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/gorgeous_carat
778,778,그녀는 거짓말을 너무 사랑해,아오키 코토미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/she_love_lies
779,779,로맨스 콤플렉스,하나다 유미,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/romance_complex
780,780,누군가가 누군가를 사랑하고 있다,하나다 유미,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/someone_love_you
781,781,아름다운 그녀,유우 요시다마루,백합,#백합,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/beautiful_girl
782,782,재결합 신데렐라,아오이 쇼,로맨스,#로맨스#오피스#삼각관계,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/reunite_cinderella
783,783,천공의 옥좌,아오키 토모,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/cheongong
784,784,이야기가 수놓인 비단,히카와 쿄코,로맨스,#요괴#모험#드라마#판타지#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/story_silk
785,785,너 같은 건 절대로,타나카 메카,로맨스,#복수#재회물#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/never
786,786,여왕님의 사랑,노이정,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/queens_love
787,787,계략 왕자와 사랑의 노예,타카나시 소라,로맨스,#계약관계#로맨스#현대물#오피스#썸,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/plagiarism_prince
788,788,이 사랑은 달콤쌉쌀,"하라 아스미, 리리스",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/love_is_bittersweet
789,789,소나기가 그치면,아사기 오카베,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/after_a_shower
790,790,절대쾌락소녀,사사키 유키에,로맨스,#로맨스#잔잔물#연애,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/pleasure_girl
791,791,은밀한 발끝,하나다 유미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/stealthy_tip
792,792,안티 레이디,윤지운,로맨스,#드라마#로맨스#연애#오피스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/anti_lady
793,793,LOVE ALL! (러브 올!),사코우 와타리,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/love_all
794,794,컬러풀 데이즈,나카마 아츠키,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/colorful_days
795,795,키류 선생님은 연애 감정을 모른다,오노 하루카,로맨스,#일상#로맨스#성장물#달달물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/miss_kiryu
796,796,콩깍지 컴퍼니,최은경,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/kongkkagji_company
797,797,MONDAY MAN (먼데이 맨),김윤이,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/mondayman
798,798,러브 시그널,"A.J, 윤",로맨스,#로맨스#연예인#달달물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/love_signal
799,799,오르페우스의 창 외전,이케다 리요코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/orpheus_spear_1
800,800,우리 포치가 말하길,타치바나 유타카,로맨스,#로맨스#일편단심#재벌#츤데레#귀여움,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/we_pochi
801,801,겨울의 천사(런던 로망스 시리즈 3),노와키 네이,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/london_romance_3
802,802,나의 왕자놈,또롤롤,로맨스,#귀족#드라마#판타지#로맨스#현대물,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/my_princenom
803,803,Q.P.DE (큐피드),허정인,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/qpde
804,804,가정부 스다 군(17),칸나 마치,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/housekeeper_suda
805,805,흑요 시크는 사랑을 속삭인다,코우즈키 린,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/blacklovewhisper
806,806,늑대 왕자님의 분부대로,"모모시로, 우에모리 유",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/order_from_wolf_prince
807,807,구미호와 동거중,"Bim, 미세먼지",로맨스,#개그#삼각관계#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/popi_in_my_house
808,808,선생님 따위 진짜 싫어!,사자나미 라이카,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/hateteacher
809,809,키스 프렌드 -키스로 물드는 첫사랑-,미시마 우키,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/kiss_friend
810,810,하고 싶다면 나를 봐,사키,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/look_back
811,811,"그래도 좋아하니까, 괜찮아",나카마 아츠키,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/yeslovegood
812,812,짝사랑인데 KISS ~소꿉친구를 좋아하는데 매일 아침~,아니사키 유나,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/kiss_with_my_brother
813,813,옆방의 늑대 군,"이각, 타무라 준코",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/nextroomwolfboy
814,814,내일도 너를 좋아할 거야,카네사다 유키오,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/love_you_tomorrow_too
815,815,새아빠와 동거를 시작했습니다.,미츠루기,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/not_my_father
816,816,허니 스위트 키친,야마모토 코테츠코,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/honey_sweet_kitchen
817,817,아포카토,미키마키,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/appokatto
818,818,악마님의 사랑 고백,이부키 카에데,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/propose_from_devil
819,819,당신을 좀 더 찍고 싶어 -요코하마 미나와 미라이의 눈물-,카시와야 콧코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/in_my_lens
820,820,조신한 남편 모집 중!,키다치,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/finding_husband
821,821,그 목소리를 독점!-동인녀가 인기 있어도 되나요?-,논다 노다,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/otakugirls_love
822,822,몰락 왕자의 달콤한 키스,사자나미 라이카,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/prince_kiss
823,823,늑대 공작의 구혼,아유무라 유키,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/duke_wolf
824,824,붉은 도깨비와 러브송을,후지와라 리카,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/red_goblin_lovesong
825,825,독신 하즈키 씨와,카자마 아야미,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/with_hazuki
826,826,너와 사는 그집,"이진하, 진종경",로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/the_house
827,827,8군 플레이 그라운드 쑈,노키드,로맨스,#성장물#우정#일상#고등학교#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/8show
828,828,순혈+그이,쇼우토 아야,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/long_time_no_see_vampire
829,829,누드를 입은 유성,아라이 미호코,로맨스,#로맨스,레진코믹스,15,null,연재중,유료,https://www.lezhin.com/ko/comic/nude_falling_star
830,830,눈부시게 찬란하게,목목예,로맨스,#로맨스,레진코믹스,0,null,연재중,유료,https://www.lezhin.com/ko/comic/happy_house
